Thank you so much, Chris. 	Cám ơn rất nhiều, Chris. 
TKM: There were African sexual practices that centered women and in particular, their pleasure. 	TKM: Có những hành vi tình dục ở châu Phi chỉ dành cho phụ nữ và cụ thể là khoái cảm của họ. 
SK: And we're going to talk about one in particular that's named "osunality." 	SK: Chúng tôi sẽ nói về một loại cụ thể mang tên "osunality". 
TKM: Also known as the African erotic. 	TKM: Còn được biết đến với tên "dục cảm châu Phi". 
Yes, my people, welcome to the Thunderdome. 	Chào mừng đến với Thunderdome. 
The erotic takes on different shapes and forms as you travel the globe. 	Dục cảm mang nhiều hình dạng khắp thế giới. 
Now let's take a bow to the "Kama Sutra," the world's first book on the pleasures of sensual living. 	Giờ, xin hãy cúi đầu trước "Kama Sutra" quyển sách đầu tiên về cách sống khoái cảm. 
More than just a mere depiction of contortionist sexual positions, it provided a comprehensive guide on living a good life. 	Vượt lên trên những mô tả đơn thuần về các tư thế tình dục uốn, xoắn, nó là hướng dẫn chi tiết về cách sống. 
What is particularly interesting for us is that it focused on women and creating pleasure for women. 	Điều đặc biệt thu hút chúng tôi là nó tập trung vào phụ nữ và cách tạo cho họ khoái lạc. 
TKM: Mhm. Shout-out to the "Kama Sutra," but back to the African erotic. 	TKM: Hoan hô "Kama Sutra", nhưng hãy quay lại với dục cảm châu Phi. 
SK: OK, my bad, bringing it back. 	SK: Xin lỗi, hãy quay lại với chủ đề chính nào. 
So, Nkiru Nzegwu says that Osun, who is an orisha of the Yoruba people, typically associated with water, purity, fertility, love and, most importantly, sensuality, represents a female-centered life-transforming energy that courses through and animates life. 	Nkiru Nzegwu nói rằng Osun, một orisha của người Yoruba, thường được gắn với nước, sự tinh khiết, sinh sản, tình yêu và quan trọng nhất, nhục dục, là biểu tượng cho nguồn năng lượng ở nữ giới có khả năng chuyển biến và hồi sinh sức sống. 
She says that women who typify the osun force brandish their sexuality quite openly and unselfconsciously. 	Bà nói rằng phụ nữ tiêu biểu cho quyền năng của osun khoe sự gợi cảm của mình một cách cởi mở và phóng khoáng. 
And she goes on to say ... 	Và bà tiếp tục ... 
TKM: There you go, you got that line this time. 	TKM: Đây là nguyên văn: 
"The flow need not result in conception and birth but doesn't tell the principle of pleasure at the heart of copulation. 	"Dòng chảy không cần tạo nên sự thai nghén hay sinh nở cũng không có ý chỉ quy luật của khoái lạc nằm ở sự giao cấu. 
This pleasure principle at the heart of the creative energy is metaphorically known as 'osun honey'." 	Quy luật của khoái cảm nằm ở nguồn năng lượng sáng tạo còn được ẩn dụ như "mật ngọt osun". 
Sorry, I did not want to misquote that. 	Xin lỗi, tôi không muốn trích sai câu nói đó. 
So now, osun honey and osunality re-affirm the normality of sexual pleasure and the erotic. 	Vậy nên mật ngọt osun và osunality khằng định sự tự nhiên của dục cảm và khoái cảm. 
Osun, like other female deities of fertility across Africa, made sure and emphasized the importance of female sexuality without negating male sexuality. 	Osun, như một nữ thần sinh sản ở châu Phi, nhấn mạnh tầm quan trọng của dục cảm ở phụ nữ nhưng không làm giảm dục cảm ở đàn ông. 
We had the Tonga, the Bemba, the Sande and other similar sexuality schools of thought that taught young women about the power of this inner force. 	Chúng tôi có Tonga, Bemba, Sande và những trường phái triết lý khiêu dâm tương tự đã dạy những phụ nữ trẻ về nội lực. 
TKM: So within the African continent, there's a great deal of talk about the synergic nature of sex and how it comes together as a social good. 	TKM: Ở châu Phi, có rất nhiều thứ để nói về tính đồng vận của tình dục và cách nó hợp tác vì lợi ích xã hội. 
For example, within Rwanda, there is the notion that the rivers are replenished by the act of a woman squirting. 	Ví dụ, ở Rwanda, đã có cảnh báo về sự dâng cao của nước sông do phụ nữ phóng dịch. 
(Laughter) SK: But modern-day ideas of sex have become some sort of battle in which we are all trying to subvert each other. 	(Tiếng cười) SK: Quan điểm đương thời lại coi tình dục như một cuộc chiến mà ai cũng đều cố thắng đối thủ. 
TKM: We are pounding the pussy, using sex as a weapon, playing hard to get, conquering -- a constant power struggle. 	TKM: Chúng ta "nện gái" cuồng nhiệt, dùng tình dục như một vũ khí, làm cao giá, và chinh phục - một cuộc chiến quyền lực chưa có hồi kết. 
SK: And there is always a loser when it comes to this war. 	SK: Và mọi cuộc chiến luôn có kẻ bại trận. 
TKM: So now the ability to openly brandish and explore your sexuality and your sex without it being a threat to others is at the core of engaging with healthy sexual practices. 	TKM: Khả năng khám phá thiên hướng tình dục mà không biến nó thành mối đe doạ là cốt lõi của tình dục an toàn. 
SK: Now this is where it begins to get really, really good. 	SK: Mọi thứ trở nên thú vị hơn rồi đây. 
TKM: So what does it mean to reconceptualize sex away from this idea of the monster hiding in the night? 	TKM: Vậy việc tách tình dục khỏi việc bị nhìn nhận như một con quái vât trong đêm có ý nghĩa gì? 
What is the potential for doing greatness on the kitchen counter, a secluded beach, the backseat of a car or even simply in between the sheets? 	Việc làm tình trên bàn bếp, bãi biển biệt lập, ghế sau xe hơi, hay thậm chí trong chăn có những tiềm năng nào? 
Now in learning from the past and sliding into the present, a radical theory of sex must identify, it must describe, explain and denounce sexual oppression and erotic injustice. 	Học từ quá khứ đến hiện tại, lý thuyết cơ bản về tình dục phải được trình bày, giải thích và công bố về những kìm nén tình dục và bất công về dục cảm. 
TKM: And sex positivity is one of the realms in which the new can be unpacked and explored. 	TKM: Thái độ tích cực về giới tính và tình dục cũng có những điều mới mẻ cần khám phá. 
SK: We're asking you to call upon the osun honey to engage with new ideas of sex and pleasure so that we can start to build a new identity that feels more like a fitted dress and less like a wooden coffin slowly choking the life out of us. 	SK: Chúng tôi muốn nhắc lại mật osun để kết nối với quan niệm mới về tình dục và khoái cảm. Từ đó, có thể tạo ra một định nghĩa mới phù hợp hơn và bớt giống một cỗ quan tài khô dần bóp nghẹt sức sống của chúng ta. 
Now there are a lot of people charting their own sexual paths. 	Có rất nhiều người lập đồ thị cho đời sống tình dục của mình. 
But, because as HOLAAfrica -- SK: We do sex and sexuality online -- TKM: We would be foolhardy not to mention the digital realm. 	Nhưng, vì như HOLAAfrica -- SK: Chúng ta làm tình qua mạng - TKM: Thật ngớ ngẩn nếu không nhắc đến địa hạt công nghệ ấy. 
There are women who are online, creating incredible conversations, chatting about the clitoris, chatting about the reverse cowgirl and also cunnilingus. 	Nhiều phụ nữ lên mạng, kể những chuyện thú vị về âm vật, về động tác gợi tình. 
SK: I like the word "cunnilingus." 	SK: Tôi rất thích từ "động tác gợi tình". 
TKM: I bet you do. But that's not the point. 	TKM: Chắc chắn rồi. Nhưng đó không phải chủ đề chính. 
Anyway, these women are resurrecting the work of ancestors to have some incredible conversations that have been previously buried and sealed. 	Những phụ nữ làm sống dậy tác phẩm của tổ tiên bằng những câu chuyện thú vị vốn đã bị chôn vùi. 
SK: They are asking the questions that we are so afraid to ask, so that we don't end up in sticky situations. 	SK: Họ hỏi rằng có phải ta đã quá sợ hãi để đặt câu hỏi dẫn đến những tình huống khó xử. 
TKM: That's true. 	TKM: Chuẩn rồi. 
And another space that we've been seeing the charting of a new sexual path is by queer women and their engagement in kink. 	Một địa hạt khác có đồ thị tình dục là giới đồng tính nữ và dục vọng của họ. 
SK: Now, think "Fifty Shades of Grey" without the creepy rich guy who does not understand consent. 	SK: Hãy nghĩ đến "50 sắc thái Xám" bỏ qua gã trai giàu không hiểu gì về đồng thuận. 
(Laughter) TKM: So one fascinating subset of kink is actually rope play. 	(Tiếng cười) TKM: Nên dục vọng ở đây, thực chất cũng là trò chơi dây nhợ. 
SK: Shibari, also known as Kinbaku, is the Japanese art of rope play. 	SK: Shibari, còn gọi là Kinbaku, là nghệ thuật chơi dây của Nhật. 
Originally used as a means of restraining captives, it became sexualized and spreading across the globe as a kinky form of restraint with a respected and erotic aesthetic. 	Nghĩa đen là công cụ bắt trói, nó dần được hiểu theo nghĩa tình dục và phổ biến trên toàn cầu như một dạng trói buộc mỹ miều của ham muốn. 
TKM: And it landed on our shores. 	TKM: Và nó đến với châu Phi. 
Who would have thought that African queer women would be kinksters? 	Ai mà nghĩ giới đồng tính nữ châu Phi lại có ham muốn tình dục kỳ lạ vậy? 
Coming from a history of sexual violence, slavery and a lack of bodily autonomy. 	Với quá khứ bị bạo dâm, nô lệ và không được toàn quyền 
Is it not too soon, you ask. 	trên chính thân thể mình, bạn sẽ hỏi liệu như thế có quá sớm? 
SK: No, it's not, and these women have taught us that despite the dark history that covers the body of women from our beautiful continent, these women are actively and beautifully constructing what sex and pleasure means to them. 	SK: Thực sự không. Những phụ nữ này đã dạy ta rằng bất chấp lịch sử đen tối dày vò thân thể phụ nữ trên lục địa xinh đẹp này, họ vẫn tích cực xây đắp ý nghĩa tình dục và khoái cảm. 
TKM: This is not to say that everyone now needs to rush out and engage in kink. 	TKM: Ý chúng tôi không phải là mọi người cần có xu hướng tình dục kì lạ. 
But if these queer women can come out of a history of, again, sexual violence, slavery, colonization and all manner of traditional, religious and cultural pitfalls, to reconceptualize what sex and pleasure means to them, then you can do it, too. 	Nhưng nếu giới đồng tính nữ có thể vượt qua quá khứ bạo dâm, nô lệ, thực dân những phong tục, văn hoá tôn giáo cổ hủ, để tái định nghĩa tình dục và khoái cảm thì bạn cũng có thể. 
SK: You can do it too, boo-boo. 	SK: Bạn có thể làm được. 
Yes, you can. 	Vâng bạn có thể. 
(Laughter) TKM: It is in taking the ideas that we have about sex -- the bad ones, and head-butting them, holding on to the good ones and creating new ones that we can have an incredible engagement with one of the most prolific and natural human acts ever. 	(Tiếng cười) TKM: Nó có nghĩa là loại bỏ những suy nghĩ tình dục sai lệch, phát huy những cái tốt và tạo ra những cái mới rằng chúng ta có sự kết nối sâu sắc với một trong những hành vi tự nhiên nhất của con người. 
SK: It's about figuring out what counts as a system bug. 	SK: Điều đó có nghĩa là tìm ra những sai lệch. 
TKM: What to term a classic. 	TKM: Xác định những gì là kinh điển 
SK: And what new features we should add. 	và những gì cần được tiếp nhận. 
Human beings are infamous for their superpower to upgrade. 	Con người có sức mạnh để cải tiến. 
This should count for our sex, too. 	Và tình dục cũng có thể được cải tiến. 
TKM: Thank you. 	TKM: Xin cảm ơn. 
(Applause) 	(Tiếng vỗ tay) 
	
What I thought I would do is I would start with a simple request. 	Điều tôi nghĩ là tôi sẽ làm là tôi sẽ bắt đầu bằng một yêu cầu nhỏ. 
I'd like all of you to pause for a moment, you wretched weaklings, and take stock of your miserable existence. 	Tôi muốn tất cả các bạn hãy ngưng lại trong giây lát, chính các bạn những con người yếu đuối khốn khổ, và tự nhận định kiếp sống khổ ải của mình. 
(Laughter) Now that was the advice that St. Benedict gave his rather startled followers in the fifth century. 	(tiếng cười) Đó là lời khuyên mà thánh Benedict đã ban cho các môn đồ vào thế kỉ thứ 5 
It was the advice that I decided to follow myself when I turned 40. 	Đó là lời khuyên mà tự bản thân tôi cũng quyết định làm theo khi tôi bước sang tuổi 40 
Up until that moment, I had been that classic corporate warrior -- I was eating too much, I was drinking too much, I was working too hard and I was neglecting the family. 	Cho đến tận lúc ấy, tôi vẫn là một "chiến binh văn phòng" truyền thống -- Tôi ăn rất nhiều, uống cũng nhiều, Tôi làm việc cật lực và tôi đã lơ là gia đình mình. 
And I decided that I would try and turn my life around. 	Và tôi đã quyết định rằng tôi sẽ thử thay đổi cuộc sống 
In particular, I decided I would try to address the thorny issue of work-life balance. 	Cụ thể hơn, tôi quyết định tôi sẽ cố gắng giải quyết vấn đề gai góc của sự cân bằng giữa cuộc sống và công việc 
So I stepped back from the workforce, and I spent a year at home with my wife and four young children. 	vậy là tôi bước ra khỏi chốn công sở, và dành hẳn một năm ở nhà với vợ và bốn đứa con nhỏ. 
But all I learned about work-life balance from that year was that I found it quite easy to balance work and life when I didn't have any work. 	Nhưng tất cả những gì tôi học được về sự cân bằng từ cái năm ấy là tôi thấy nó thật đơn giản để cân bằng công việc và cuộc sống khi tôi không còn công việc nữa. 
(Laughter) Not a very useful skill, especially when the money runs out. 	(tiếng cười) cách đó không khôn ngoan cho lắm nhất là khi hết tiền 
So I went back to work, and I've spent these seven years since struggling with, studying and writing about work-life balance. 	Vậy là tôi lại đi làm và từ đó, tôi đã dành 7 năm đương đầu với nghiên cứu và viết về cần bằng giữa công việc và cuộc sống 
And I have four observations I'd like to share with you today. 	Tôi nhận thấy 4 điều mà tôi sẽ chia sẻ với các bạn sau đây 
The first is: if society's to make any progress on this issue, we need an honest debate. 	thứ nhất, nếu xã hội muốn cải thiện vấn đề này thì chúng ta phải có một cuộc tranh luận thẳng thắn 
But the trouble is so many people talk so much rubbish about work-life balance. 	nhưng vấn đề là có quá nhiều người nói quá nhiều lời nhảm nhí về cân bằng giữa cuộc sống và công việc 
All the discussions about flexi-time or dress-down Fridays or paternity leave only serve to mask the core issue, which is that certain job and career choices are fundamentally incompatible with being meaningfully engaged on a day-to-day basis with a young family. 	Tất cả những trao đổi về linh hoạt thời gian hay ăn mặc tự do vào thứ sáu hay quyền về sớm chăm con chỉ nhằm che giấu đi vấn đề cốt lõi đó là một công việc nhất định và những lựa chọn cho sự nghiệp về cơ bản không thể hòa hợp với việc trở nên gắn bó một cách có ý nghĩa trên cơ sở ngày này sang ngày khác với một gia đình mới. 
Now the first step in solving any problem is acknowledging the reality of the situation you're in. 	Bước đầu tiên để giải quyết vấn đề là nhìn nhận thực tế hoàn cảnh của bạn. 
And the reality of the society that we're in is there are thousands and thousands of people out there leading lives of quiet, screaming desperation, where they work long, hard hours at jobs they hate to enable them to buy things they don't need to impress people they don't like. 	Và thực tế hoàn cảnh xã hội của chúng ta là có hàng nghìn và hàng nghìn con người ngoài kia đang sống với nỗi tuyệt vọng thảm thiết, nơi họ làm việc vất vả trong nhiều giờ với công việc họ không yêu thích để giúp họ mua những thứ mà họ chẳng cần để gây ấn tượng với những người họ không thích. 
(Laughter) (Applause) It's my contention that going to work on Friday in jeans and [a] T-shirt isn't really getting to the nub of the issue. 	tiếng cười (vỗ tay) Theo tôi, việc đi làm trong bộ quần jean, áo phông vào thứ sáu thực sự chẳng hề chạm đến điểm mấu chốt của vấn đề. 
(Laughter) The second observation I'd like to make is we need to face the truth that governments and corporations aren't going to solve this issue for us. 	(tiếng cười) Điểm thứ 2 tôi quan sát được là chúng ta cần đối diện với sự thật rằng chính phủ và các tổ chức sẽ không giải quyết vấn đề thay chúng ta 
We should stop looking outside. 	Chúng ta nên dừng mong đợi ngoài kia 
It's up to us as individuals to take control and responsibility for the type of lives that we want to lead. 	đó là tùy ở mỗi người trong việc kiểm soát và chịu trách nhiệm về lối sống của chính mình. 
If you don't design your life, someone else will design it for you, and you may just not like their idea of balance. 	nếu bạn không tự tạo lối sống cho mình, một ai đó sẽ làm giúp bạn, và có thể bạn sẽ không thích khái niệm của họ về sự cân bằng. 
It's particularly important -- this isn't on the World Wide Web, is it? I'm about to get fired -- it's particularly important that you never put the quality of your life in the hands of a commercial corporation. 	Điều đặc biệt quan trọng là -- clip này sẽ không được post trên Internet, phải không? Chắc tôi sắp bị đuổi việc rồi -- điều đặc biệt quan trọng là bạn đừng nên bao giờ trao chất lượng cuộc sống của mình vào tay của những kẻ làm kinh tế. 
Now I'm not talking here just about the bad companies -- the "abattoirs of the human soul," as I call them. 	Ở đây tôi không nói đến những công ty tệ những lò giết mổ tâm hồn con người như tôi đã gọi. 
(Laughter) I'm talking about all companies. 	(tiếng cười) Tôi nói về tất cả các công ty. 
Because commercial companies are inherently designed to get as much out of you [as] they can get away with. 	Bởi vì các doanh nghiệp vốn đã được thiết kế để bóc lột càng nhiều ở bạn càng lợi cho họ. 
It's in their nature; it's in their DNA; it's what they do -- even the good, well-intentioned companies. 	Đó là bản chất của họ, có trong gen của họ, họ luôn làm như vậy -- cho dù là những công ty tốt, có thiện chí. 
On the one hand, putting childcare facilities in the workplace is wonderful and enlightened. 	Một mặt, việc bố trí nhà trẻ ngay tại nơi làm việc có vẻ là một sáng kiến tuyệt diệu. 
On the other hand, it's a nightmare -- it just means you spend more time at the bloody office. 	Nhưng mặt khác, nó là cơn ác mộng, điều đó có nghĩa là, bạn bỏ nhiều thời gian hơn ở nơi công sở chết tiệt. 
We have to be responsible for setting and enforcing the boundaries that we want in our life. 	Chúng ta phải có trách nhiệm thiết lập và củng cố những ranh giới mà chúng ta muốn trong cuộc đời. 
The third observation is we have to be careful with the time frame that we choose upon which to judge our balance. 	Quan sát thứ 3 của tôi là chúng ta cần phải cẩn trọng với khung thời gian ta đã chọn dựa trên đó mà đánh giá sự cân bằng của ta. 
Before I went back to work after my year at home, I sat down and I wrote out a detailed, step-by-step description of the ideal balanced day that I aspired to. 	trước khi tôi đi làm trở lại sau 1 năm ở nhà tôi ngồi xuống và viết ra một bản thảo chi tiết, từng bước một cho một ngày cân bằng lí tưởng mà tôi khao khát có được 
And it went like this: wake up well rested after a good night's sleep. 	nó như thế này: tỉnh dậy sảng khoái sau một giấc ngủ ngon 
Have sex. 	làm "chuyện ấy" 
Walk the dog. 	dẫn chó đi dạo 
Have breakfast with my wife and children. 	ăn sáng với vợ và các con 
Have sex again. 	lại "làm chuyện ấy" 
(Laughter) Drive the kids to school on the way to the office. 	(tiếng cười) chở bọn trẻ đi học trên đường đến văn phòng 
Do three hours' work. 	làm việc trong 3 giờ 
Play a sport with a friend at lunchtime. 	chơi thể thao với bạn vào giờ nghỉ trưa. 
Do another three hours' work. 	quay lại làm việc trong 3 giờ nữa 
Meet some mates in the pub for an early evening drink. 	gặp bạn bè và đi uống chút gì đó cuối buổi 
Drive home for dinner with my wife and kids. 	lái xe về nhà ăn tối với vợ và các con 
Meditate for half an hour. 	Tập thiền trong nửa giờ 
Have sex. 	làm "chuyện ấy" 
Walk the dog. Have sex again. 	dẫn chó đi dạo. Làm "chuyện ấy" một lần nữa 
Go to bed. 	đi ngủ 
(Applause) How often do you think I have that day? 	(vỗ tay) Khoảng bao lâu thì tôi lại có một ngày như vậy một lần? 
(Laughter) We need to be realistic. 	(tiếng cười) chúng ta nên thực tế một chút 
You can't do it all in one day. 	tôi không thể làm tất cả chúng trong một ngày 
We need to elongate the time frame upon which we judge the balance in our life, but we need to elongate it without falling into the trap of the "I'll have a life when I retire, when my kids have left home, when my wife has divorced me, my health is failing, I've got no mates or interests left." 	chúng ta cần kéo dài khung thời gian để đánh giá sự cân bằng trong cuộc sống nhưng chúng ta cần kéo dài nó mà không rơi vào cạm bẫy của " tôi sẽ có cả cuộc đời khi tôi nghỉ hưu, khi các con tôi có thể tự lập khi vợ tôi bỏ tôi, sức khỏe tôi xuống dốc, tôi chẳng có lấy một tri kỉ, hay một thú vui sót lại." 
(Laughter) A day is too short; "after I retire" is too long. 	(tiếng cười) một ngày là quá ngắn ngủi, nhưng sau khi nghỉ hưu lại là quá dài 
There's got to be a middle way. 	phải có một cách nào đó ở giữa 
A fourth observation: We need to approach balance in a balanced way. 	và quan sát thứ tư của tôi: là chúng ta cần phải học cách cân bằng theo một cách cân bằng 
A friend came to see me last year -- and she doesn't mind me telling this story -- a friend came to see me last year and said, "Nigel, I've read your book. 	năm ngoái, môt người bạn đến thăm tôi cô ấy đồng ý rồi tôi mới kể -- cô ấy đến thăm tôi hồi năm ngoái và nói, " Nigel, tôi vừa đọc cuốn sách của anh. 
And I realize that my life is completely out of balance. 	và nhận ra rằng cuộc sống của tôi chẳng cân bằng chút nào 
It's totally dominated by work. 	nó hoàn toàn bị công việc thống trị 
I work 10 hours a day; I commute two hours a day. 	tôi làm việc 10 giờ mỗi ngày, tôi đi lại mất 2 giờ nữa 
All of my relationships have failed. 	tất cả các mối quan hệ của tôi đều đổ vỡ 
There's nothing in my life apart from my work. 	tôi chẳng còn gì trừ công việc 
So I've decided to get a grip and sort it out. 	và thế là tôi cố gắng điều chỉnh và xem xét lại cuộc sống của mình 
So I joined a gym." 	vậy là tôi đến phòng tập thể thao." 
(Laughter) Now I don't mean to mock, but being a fit 10-hour-a-day office rat isn't more balanced; it's more fit. 	(tiếng cười) Ở đây tôi không muốn chế giễu nhưng một "con chuột văn phòng" khỏe đẹp, ở công sở 10 tiếng mỗi ngày thì chẳng cân bằng hơn, chỉ khỏe đẹp hơn mà thôi. 
(Laughter) Lovely though physical exercise may be, there are other parts to life -- there's the intellectual side; there's the emotional side; there's the spiritual side. 	(tiếng cười) Nhưng đáng yêu làm sao, việc tập thể dục có thể liên quan đến những phần khác của cuộc sống. phần lí trí và phần tình cảm cả phần tinh thần nữa 
And to be balanced, I believe we have to attend to all of those areas -- not just do 50 stomach crunches. 	và để cho cân bằng tôi tin rằng ta đều phải chú ý đến mọi khía cạnh chứ không phải chỉ cố co bụng được 50 cái. 
Now that can be daunting. 	Nghe thật là đáng nản nhỉ. 
Because people say, "Bloody hell mate, I haven't got time to get fit. 	bởi vì có người vẫn nói, " Chết rồi vợ ơi, anh không có thời gian tập thể dục; 
You want me to go to church and call my mother." 	vì em còn muốn anh đi nhà thờ và gọi điện cho mẹ anh nữa mà." 
And I understand. 	và tôi hiểu 
I truly understand how that can be daunting. 	tôi thực sự hiểu làm sao nó lại có thể nản đến như vậy 
But an incident that happened a couple of years ago gave me a new perspective. 	nhưng một sự cố xảy ra một hồi năm kia đã cho tôi một cái nhìn mới 
My wife, who is somewhere in the audience today, called me up at the office and said, "Nigel, you need to pick our youngest son" -- Harry -- "up from school." 	vợ tôi, người cũng có mặt ở đây ngày hôm nay, gọi đến văn phòng tôi và nói, "Nigel, anh phải đón thằng út nhé," Harry "ở trường" 
Because she had to be somewhere else with the other three children for that evening. 	vì tối hôm ấy cô ấy cũng đang bận bịu ở đâu đó với 3 đứa kia. 
So I left work an hour early that afternoon and picked Harry up at the school gates. 	Thế là chiều ấy, tôi về sớm một tiếng và đến đón Harry ở cổng trường 
We walked down to the local park, messed around on the swings, played some silly games. 	tôi bước dọc theo công viên lạc trong đám xích đu, chơi mấy trò ngớ ngẩn. 
I then walked him up the hill to the local cafe, and we shared a pizza for two, then walked down the hill to our home, and I gave him his bath and put him in his Batman pajamas. 	rồi đi cùng con lên đồi, tới quán cà phê chúng tôi cùng ăn pizza và uống trà rồi lại xuống đồi về nhà và tôi tắm cho con mặc cho nó bộ py-gia-ma người dơi 
I then read him a chapter of Roald Dahl's "James and the Giant Peach." 	tôi đọc cho nó nghe 1 chương trong cuốn "James và cây đào khổng lồ" của Roald Dahl. 
I then put him to bed, tucked him in, gave him a kiss on his forehead and said, "Goodnight, mate," and walked out of his bedroom. 	tôi đặt nó vào giường, kéo chăn đắp cho con hôn lên trán nó và nói "chúc ngủ ngon, con yêu" và bước ra khỏi phòng con 
As I was walking out of his bedroom, he said, "Dad?" I went, "Yes, mate?" 	khi tôi vừa ra khỏi phòng thằng bé gọi "bố à?" tôi quay trở lại " ừ con yêu" 
He went, "Dad, this has been the best day of my life, ever." 	thằng bé tiếp" Bố, hôm nay là ngày tuyệt nhất trong đời con" 
I hadn't done anything, hadn't taken him to Disney World or bought him a Playstation. 	thực sự, tôi đã chẳng làm gì tôi không đưa nó đến Disney World hay mua cho nó một bộ trò chơi điện tử 
Now my point is the small things matter. 	ý tôi ở đây là nhưng điều nhỏ làm nên ý nghĩa 
Being more balanced doesn't mean dramatic upheaval in your life. 	cố gắng làm cân bằng hơn không có nghĩa là phải thay đổi toàn bộ cuộc sống của bạn 
With the smallest investment in the right places, you can radically transform the quality of your relationships and the quality of your life. 	chỉ cần những sự đầu tư nhỏ nhất vào đúng chỗ bạn sẽ cải thiện một cách căn bản chất lượng các mối quan hệ, cũng như chất lượng cuộc sống của mình. 
Moreover, I think, it can transform society. 	hơn nữa, tôi nghĩ nó có thể biến đổi cả xã hội 
Because if enough people do it, we can change society's definition of success away from the moronically simplistic notion that the person with the most money when he dies wins, to a more thoughtful and balanced definition of what a life well lived looks like. 	vì nếu có đủ người làm việc đó chúng ta có thể thay đổi định nghĩa chung của xã hội về sự thành công khỏi khái niệm sáo mòn đơn điệu "người thắng cuộc là kẻ có nhiều tiền nhất lúc chết", bằng một định nghĩa sâu sắc và cân bằng hơn về hình thái của một cuộc sống đáng sống. 
And that, I think, is an idea worth spreading. 	Và tôi nghĩ đó là một ý tưởng đáng được nhân rộng. 
(Applause) 	(vỗ tay) 
	
Ever since I was a little girl seeing "Star Wars" for the first time, I've been fascinated by this idea of personal robots. 	Từ khi tôi còn là một cô bé khi xem phim "Chiến tranh giữa các vì sao" (Star Wars) lần đầu tiên, tôi đã bị cuốn hút bởi ý tưởng về robot cá nhân. 
And as a little girl, I loved the idea of a robot that interacted with us much more like a helpful, trusted sidekick -- something that would delight us, enrich our lives and help us save a galaxy or two. 	Khi còn là một cô bé, tôi đã rất thích cái ý tưởng về một con robot có thể giao lưu với chúng ta như một người bạn hữu ích và đáng tin cậy -- đem lại niềm vui và làm giàu cuộc sống của chúng ta và giúp chúng ta cứu một vài dải thiên hà. 
I knew robots like that didn't really exist, but I knew I wanted to build them. 	Vâng, tôi biết là robot như vậy thật sự không tồn tại, nhưng tôi biết tôi muốn tạo nên chúng. 
So 20 years pass -- I am now a graduate student at MIT studying artificial intelligence, the year is 1997, and NASA has just landed the first robot on Mars. 	Và 20 năm đã trôi qua, bây giờ tôi đã là một nghiên cứu sinh tại trường MIT tôi nghiên cứu trí tuệ nhân tạo, vào năm 1997, NASA vừa đưa lên sao Hỏa con robot đầu tiên. 
But robots are still not in our home, ironically. 	Nhưng trớ trêu thay, chúng ta vẫn chưa có robot ở trong nhà. 
And I remember thinking about all the reasons why that was the case. 	Tôi còn nhớ tôi đã suy nghĩ mãi về những lý do cho việc này. 
But one really struck me. 	Và một lý do làm tôi giật mình. 
Robotics had really been about interacting with things, not with people -- certainly not in a social way that would be natural for us and would really help people accept robots into our daily lives. 	Từ xưa đến nay người máy luôn được tạo ra để giao lưu với đồ vật, không phải với con người -- và tất nhiên là không phải giao tiếp theo chuẩn mực bình thường của xã hội loài người và không phải theo cái cách mà sẽ giúp mọi người chấp nhận robot trong cuộc sống hàng ngày. 
For me, that was the white space; that's what robots could not do yet. 	Đối với tôi, điều này là một lỗ hổng, là điều mà robot chưa thể làm được. 
And so that year, I started to build this robot, Kismet, the world's first social robot. 	Và thế là năm đó, tôi bắt tay vào việc xây dựng con robot này, Kismet, con robot mang tính xã hội đầu tiên trên thế giới. 
Three years later -- a lot of programming, working with other graduate students in the lab -- Kismet was ready to start interacting with people. 	3 năm sau, sau vô số các lập trình, sau vô số những giờ làm việc với những nghiên cứu sinh khác tai phòng thí nghiệm Kismet cuối cùng cũng sẵn sàng để giao tiếp với con người. 
(Video) Scientist: I want to show you something. 	(Video) Nhà khoa học: Tôi muốn cho bạn xem một thứ. 
Kismet: (Nonsense) Scientist: This is a watch that my girlfriend gave me. 	Kismet: (nói linh tinh không có nghĩa) Nhà khoa học: Đây là cái đồng hồ mà bạn gái tôi đã tặng tôi. 
Kismet: (Nonsense) Scientist: Yeah, look, it's got a little blue light in it too. 	Kismet: (nói linh tinh không có nghĩa) Nhà khoa học: Ừ! Nhìn này! Nó có một chút màu xanh này! 
I almost lost it this week. 	Tuần rồi, suýt nữa là tôi đánh mất nó đấy. 
Cynthia Breazeal: So Kismet interacted with people like kind of a non-verbal child or pre-verbal child, which I assume was fitting because it was really the first of its kind. 	Cynthia Breazeal: Kismet giao lưu với con người như một đứa trẻ chưa biết hoặc sắp biết nói, mà cũng có lý thôi vì nó là con robot đầu tiên của thể loại này 
It didn't speak language, but it didn't matter. 	Nó không nói một thứ tiếng nào hết. Nhưng điều đấy không quan trọng. 
This little robot was somehow able to tap into something deeply social within us -- and with that, the promise of an entirely new way we could interact with robots. 	Con robot nhỏ bé này đã có thể chạm đến điều gì đó mang đậm tính xã hội trong mỗi chúng ta. Điều này mở ra hy vọng cho một phương cách hoàn toàn mới để chúng ta có thể giao tiếp với robot. 
